last update: Fri Apr 29 2016 21:59:51 GMT+0800 (HKT)

order	team	score	std
0	[1519]	870	100
1	[195]	810	91
2	[3130]	785	88
3	[1918]	770	86
4	[973]	765	85
5	[2834]	750	83
6	[1241]	740	81
7	[254]	733	80
8	[118]	712	77
9	[230]	711	77
10	[4001]	705	76
11	[2451]	705	76
12	[1024]	700	75
13	[3314]	697	75
14	[133]	691	74
15	[27]	688	74
16	[3539]	685	73
17	[4362]	680	73
18	[148]	680	73
19	[166]	676	72
20	[45]	670	71
21	[5172]	665	70
22	[610]	665	70
23	[3538]	663	70
24	[987]	660	70
25	[5895]	660	70
26	[3620]	660	70
27	[3419]	655	69
28	[67]	655	69
29	[3166]	655	69
30	[708]	650	68
31	[4564]	650	68
32	[4003]	650	68
33	[2056]	650	68
34	[3357]	647	68
35	[2883]	645	68
36	[5907]	645	68
37	[225]	644	67
38	[16]	644	67
39	[1391]	640	67
40	[868]	640	67
41	[2122]	638	67
42	[1640]	635	66
43	[294]	631	66
44	[971]	631	66
45	[333]	630	65
46	[4060]	630	65
47	[2035]	630	65
48	[70]	627	65
49	[876]	626	65
50	[1310]	625	65
51	[3970]	624	65
52	[122]	624	65
53	[1011]	622	64
54	[1678]	620	64
55	[1836]	620	64
56	[1806]	620	64
57	[172]	617	63
58	[2586]	617	63
59	[5813]	617	63
60	[2137]	615	63
61	[2767]	615	63
62	[3641]	615	63
63	[125]	614	63
64	[2393]	613	63
65	[1736]	611	63
66	[2175]	610	62
67	[4587]	610	62
68	[2471]	609	62
69	[20]	606	62
70	[999]	605	62
71	[5437]	605	62
72	[330]	604	62
73	[359]	602	61
74	[229]	602	61
75	[1323]	601	61
76	[5150]	599	61
77	[1885]	598	61
78	[5401]	598	61
79	[2052]	597	61
80	[842]	597	61
81	[910]	597	61
82	[2823]	595	60
83	[5891]	595	60
84	[4561]	593	60
85	[2996]	593	60
86	[2637]	593	60
87	[558]	592	60
88	[379]	592	60
89	[639]	592	60
90	[48]	592	60
91	[5663]	592	60
92	[2046]	591	60
93	[41]	590	60
94	[5546]	590	60
95	[1690]	589	59
96	[1023]	589	59
97	[1058]	588	59
98	[3476]	587	59
99	[4678]	586	59
100	[548]	586	59
101	[2054]	585	59
102	[1718]	585	59
103	[1501]	585	59
104	[1425]	584	59
105	[4103]	584	59
106	[4242]	583	59
107	[1538]	582	58
108	[5817]	582	58
109	[4256]	582	58
110	[2485]	582	58
111	[1477]	582	58
112	[3234]	582	58
113	[5406]	582	58
114	[834]	581	58
115	[1676]	581	58
116	[2614]	581	58
117	[4967]	580	58
118	[123]	580	58
119	[233]	580	58
120	[5803]	580	58
121	[3990]	579	58
122	[3600]	579	58
123	[858]	579	58
124	[1114]	578	58
125	[1306]	578	58
126	[2557]	577	58
127	[2439]	577	58
128	[4330]	577	58
129	[1731]	576	58
130	[2481]	576	58
131	[3937]	576	58
132	[2590]	575	57
133	[4039]	574	57
134	[1318]	574	57
135	[4613]	574	57
136	[3310]	572	57
137	[3238]	572	57
138	[2341]	571	57
