last update: Fri Apr 29 2016 22:56:10 GMT+0800 (HKT)

order	team	score	std
0	[1519]	870	100
1	[195]	810	91
2	[1241]	800	90
3	[3130]	785	88
4	[1918]	770	86
5	[973]	765	85
6	[2834]	750	83
7	[254]	741	81
8	[3620]	716	78
9	[4001]	715	78
10	[118]	714	78
11	[230]	711	77
12	[2451]	705	76
13	[27]	704	76
14	[1024]	700	76
15	[166]	694	75
16	[133]	691	74
17	[16]	688	74
18	[67]	685	73
19	[148]	680	73
20	[225]	678	72
21	[971]	675	72
22	[2823]	675	72
23	[45]	675	72
24	[2614]	667	71
25	[5172]	665	71
26	[987]	665	71
27	[5895]	660	70
28	[3166]	655	69
29	[4003]	650	68
30	[2056]	650	68
31	[4564]	650	68
32	[610]	647	68
33	[3357]	647	68
34	[5907]	645	68
35	[2883]	645	68
36	[708]	644	68
37	[3314]	643	67
38	[1391]	640	67
39	[1806]	640	67
40	[2122]	638	67
41	[4060]	635	66
42	[333]	635	66
43	[868]	634	66
44	[876]	634	66
45	[3641]	633	66
46	[294]	631	66
47	[2035]	630	66
48	[70]	627	65
49	[1310]	625	65
50	[3538]	623	65
51	[1323]	623	65
52	[122]	622	64
53	[1678]	620	64
54	[1425]	620	64
55	[1011]	619	64
56	[4678]	619	64
57	[2471]	618	64
58	[172]	617	64
59	[2586]	617	64
60	[5813]	617	64
61	[330]	616	64
62	[2767]	615	63
63	[2137]	615	63
64	[1885]	614	63
65	[1736]	611	63
66	[4587]	610	63
67	[558]	610	63
68	[3476]	609	63
69	[1640]	605	62
70	[5437]	605	62
71	[2996]	605	62
72	[2052]	605	62
73	[359]	602	61
74	[6167]	601	61
75	[5150]	599	61
76	[125]	599	61
77	[548]	598	61
78	[3419]	598	61
79	[842]	597	61
80	[910]	597	61
81	[2393]	595	60
82	[5891]	595	60
83	[2485]	594	60
84	[4561]	593	60
85	[2637]	593	60
86	[3600]	593	60
87	[3970]	592	60
88	[5663]	592	60
89	[639]	592	60
90	[48]	592	60
91	[379]	592	60
92	[1747]	591	60
93	[2046]	591	60
94	[41]	590	60
95	[5546]	590	60
96	[1690]	589	60
97	[1023]	589	60
98	[5406]	588	59
99	[5114]	586	59
100	[20]	586	59
101	[3245]	586	59
102	[1718]	585	59
103	[1501]	585	59
104	[2403]	584	59
105	[4103]	584	59
106	[4242]	583	59
107	[3663]	583	59
108	[1538]	582	59
109	[2054]	582	59
110	[5817]	582	59
111	[4967]	582	59
112	[834]	581	58
113	[1676]	581	58
114	[5803]	580	58
115	[233]	580	58
116	[1305]	580	58
117	[25]	579	58
118	[3937]	579	58
119	[5460]	579	58
120	[2147]	578	58
121	[1114]	578	58
122	[229]	578	58
123	[2557]	577	58
124	[2439]	577	58
125	[1731]	576	58
126	[2481]	576	58
127	[3990]	576	58
128	[2522]	575	58
129	[2590]	575	58
130	[175]	575	58
131	[4039]	574	57
132	[1477]	573	57
133	[3238]	572	57
134	[3310]	572	57
135	[179]	571	57
136	[858]	571	57
137	[217]	570	57
138	[904]	570	57
